content,score,sentiment,clean
sangat membantu,5,positif,sangat membantu
JANGAN GANGGU GW PAS LAGI NONTON KPG,5,positif,jangan ganggu gw pas nonton kpg
sangat memuaskan,5,positif,sangat memuaskan
terimah kasih....,5,positif,terimah kasih
baik,4,positif,baik
sangattt sngat murah blanja apah saja jga,5,positif,sangattt sngat murah blanja apah jga
bagus tp kadang lemot,5,positif,bagus tp kadang lemot
👍👍,5,positif,
sekarang pengiriman lambat,1,negatif,sekarang pengiriman lambat
bagus banget tapi kok skrng GK BS PSN lgi ya,4,positif,bagus banget kok skrng gk bs psn lgi
mantap,5,positif,mantap
best,5,positif,best
"Terlalu sering minta update, lemot lagi aplikasikannya update 2026 beberapa kali pesan di shopee ini tapi dibatalkan sistem. gak jelas banget, padahal bener2 pengen beli bukan yang tipu2, tapi selalu dibatalkan sistem secanggih2nya ai, harusnya tetap pakai manusia juga untuk analisis ini penipuan atau real belanja. jadi gak nyaman banget bener2 mau beli tapi dibatalkan, akhirnya beli di marketplace yang lain.",1,negatif,terlalu sering minta update lemot aplikasikannya update  beberapa kali pesan shopee dibatalkan sistem gak jelas banget padahal bener pengen beli bukan tipu selalu dibatalkan sistem secanggihnya ai harusnya tetap pakai manusia untuk analisis penipuan real belanja jadi gak nyaman banget bener mau beli tapi dibatalkan akhirnya beli marketplace lain
"pelayanan customer service dalam menangani problem kasar, mengecewakan!",1,negatif,pelayanan customer service menangani problem kasar mengecewakan
aku kasih bintang satu dulu kenapa tiba² saya tidak bisa pakai COD lagi! dulu saya bisa COD kenapa sekarang tidak bisa bahkan hampir semua toko tidak ada fitur COD bagaimana saya bisa belanja!,1,negatif,aku kasih bintang satu dulu tiba pakai cod dulu bisa cod sekarang bisa bahkan hampir semua toko tidak ada fitur cod bagaimana bisa belanja
ok,5,positif,
kenpa aplikasi shpe tidak bosa mundur di layar ya kak,3,netral,kenpa aplikasi shpe bosa mundur layar kak
"memudahkan belanja bagi masyarakat yang berada di pelosok desa ,jauh dari toko besar ygberada di perkotaan",5,positif,memudahkan belanja masyarakat berada pelosok desa jauh toko besar ygberada perkotaan
mantap kali.........,5,positif,mantap kali
mudah mudahan aplikasinya bagus digunakan.,5,positif,mudah mudahan aplikasinya bagus digunakan
"menunjang dan mempermudah............., kebutuhan",5,positif,menunjang mempermudah kebutuhan
bagus mantap,5,positif,bagus mantap
murah murah banget ada yang rp 0 lagi,5,positif,murah murah banget yang rp 
ok,5,positif,
Sejauh ini Alhamdulillah CO d Jawa Barat dan sekarang d SUMUT pengiriman dan pengembalian lancar,5,positif,sejauh alhamdulillah co d jawa barat sekarang d sumut pengiriman pengembalian lancar
"Murah, metiah kuat sandal cocok utk segala medan",4,positif,murah metiah kuat sandal cocok utk segala medan
suka banget puas ..selalu terdepan,5,positif,suka banget puas selalu terdepan
shope deals anj,1,negatif,shope deals anj
"saya mulai ragu, bingung, semua pesenan saya, terkatung""tak ada lagi tepat waktu. tdk seperti kemari kemarin. maaf bintangnya, dikurangi, nanti di nilai ulang",3,netral,mulai ragu bingung semua pesenan terkatungtak lagi tepat waktu tdk kemari kemarin maaf bintangnya dikurangi di nilai ulang
barang lebih murah murah dari pada barang di pasar,5,positif,barang lebih murah murah pada barang pasar
puas banget blanja disini,5,positif,puas banget blanja disini
memudahkan untuk belanja,5,positif,memudahkan belanja
shopee masih yg terbaik di indonesia👍👍,5,positif,shopee yg terbaik indonesia
terimakasih sudah banyak membantu,5,positif,terimakasih banyak membantu
kurirnya tidak sopan dan tidak punya etika,1,negatif,kurirnya sopan tidak punya etika
rekomendasi beli beli barang di sini murah sama pul vocer,5,positif,rekomendasi beli beli barang sini murah sama pul vocer
sangat baik,5,positif,sangat baik
"Mudah, cepat dan terpercaya",5,positif,mudah cepat terpercaya
tolong pihak shopee. banyk toko yang ga amanah dan gamau kirim pesanan karena diskon.,4,positif,pihak shopee banyk toko ga amanah gamau kirim pesanan diskon
mantap,4,positif,mantap
"ni aplikasi gak bisa ganti akun!, pas lagi mau ganti akun bisa tapi pas mau masukin nomor pakai nomor( yang ada di akun lama) eh malah di suruh masuk ke akun lama tolong di perbaiki ini ganggu banget pas mau ganti akun",2,negatif,ni aplikasi gak ganti akun pas mau ganti akun tapi pas mau masukin nomor pakai nomor ada akun lama eh malah suruh masuk akun lama di perbaiki ganggu banget pas mau ganti akun
diwakili bintang yaa,5,positif,diwakili bintang yaa
trimakasih shopee... sangat membantu di hidup inu,5,positif,trimakasih shopee sangat membantu hidup inu
bagus,5,positif,bagus
"sistem nya gk ada otak, jam 9 mlm aja msh d ksh orderan paket, apa mereka pada gk tau ya jam oprasional nya toko n gudang itu.",1,negatif,sistem nya gk otak jam  mlm aja msh d ksh orderan paket apa pada gk tau jam oprasional nya toko n gudang
mantap banyak voucher gratis ongkir,5,positif,mantap banyak voucher gratis ongkir
jelek fiturnya lambat banget dan minta afgred terus gak kaya lazada dan onshop lainnya,2,negatif,jelek fiturnya lambat banget minta afgred terus gak kaya lazada onshop lainnya
Order shopeefood berkali kali ga ada drivernya,1,negatif,order shopeefood berkali kali ga drivernya
suka banget dan barang yang kita minta pas dan cepat tapi ada masukkan sedikit nich tolong dicek lagi jika kita pesan dua pasti datang satu yah untuk kedepannya tolong dicek lagi yah semoga sukses selalu shope,5,positif,suka banget barang minta pas cepat ada masukkan sedikit nich dicek jika kita pesan pasti datang satu yah kedepannya dicek yah semoga sukses selalu shope
lumayan baguslah,5,positif,lumayan baguslah
sangat memuaskan,5,positif,sangat memuaskan
tepat dan cepat sesuai dengan pesanan ke tempat saya.,5,positif,tepat cepat sesuai pesanan tempat
ok shopee the best,5,positif,shopee the best
"Baguss banget, kalo mau beli barang TPI gak ketemu di rl",5,positif,baguss banget kalo mau beli barang tpi gak ketemu rl
ok,5,positif,
"sebenarnya belanja di shopee sangat nyaman dr dulu selalu blanja di shopee, tapii akhir2 ini jadi mals belanja soalnya paket sering GK sampe, entah hilang, atau tiba2 dikembalikan ke seller, yg pasti paket sering GK keterima semenjak pakai SPX Express, tolong dong shopee sy GK tau harus komplain kemana, jujur kalo shopee saya kasi bintang 5, cuman pengiriman nya kurang memuaskan, ibi udah 2 kali paket GK ada kabar.",5,positif,sebenarnya belanja shopee sangat nyaman dr dulu selalu blanja shopee tapii akhir jadi mals belanja soalnya paket sering gk sampe entah hilang tiba dikembalikan seller yg paket sering gk keterima semenjak pakai spx express dong shopee sy gk tau komplain jujur kalo shopee kasi bintang  cuman pengiriman nya kurang memuaskan ibi udah  kali paket gk kabar
boss shopee pelit,1,negatif,boss shopee pelit
bagus banget shoppe,5,positif,bagus banget shoppe
mudah di beli dan mudah di kembalikan jika tidak sesuai pesanan,5,positif,mudah beli mudah kembalikan tidak sesuai pesanan
Sangat Baik,5,positif,sangat baik
Bagus,5,positif,bagus
"beli di shopee pake voucher double untung.banyak pilihan produknya,,g usah ragu belanjanya disini aja😉",5,positif,beli shopee pake voucher double untungbanyak pilihan produknyag usah ragu belanjanya disini aja
puas,5,positif,puas
buruk masak batas upload produk saya cuma 100 padahal data dokumen sudah terverifikasi semua,1,negatif,buruk masak batas upload produk cuma  padahal data dokumen terverifikasi semua
"sangat-sangat bagus, fiturnya bagus, semuanya baguss",5,positif,sangatsangat bagus fiturnya bagus semuanya baguss
siiip barang bagus dan amanah,5,positif,siiip barang bagus amanah
cukup puas dengan shopee,5,positif,cukup puas shopee
gajelas bgt eksepedisi nya lama bgt pengirimannya,1,negatif,gajelas bgt eksepedisi nya lama bgt pengirimannya
"Barang Lengkap, Harga Terjangkau",5,positif,barang lengkap harga terjangkau
sekarang expedisi y super lambat bngt,4,positif,sekarang expedisi y super lambat bngt
selama ini bagus,5,positif,selama bagus
cocok untuk blanja online,5,positif,cocok blanja online
mantap shopee,5,positif,mantap shopee
sangat bagus,5,positif,sangat bagus
senang berbelanja di shopee semoga makin banyak promo,5,positif,senang berbelanja shopee semoga makin banyak promo
IKLAN YG SGT MENGGANGGU,1,negatif,iklan yg sgt mengganggu
mantap,5,positif,mantap
wey goblog tolong dc Shopee paylater jngn neror ke orgtua jngn bikin malu keluarga klo ad rezeki ma sy niat byr pdhl g nympe 1 jt mlh neror k orgtua tolong dcny kurang sopan jngn hubungan keluarga sy,2,negatif,wey goblog dc shopee paylater jngn neror orgtua jngn bikin malu keluarga klo ad rezeki ma sy niat byr pdhl g nympe  jt mlh neror k orgtua dcny kurang sopan jngn hubungan keluarga sy
good,5,positif,good
gak tau kurirnya atau gudangnya yang bermasalah.. setiap kali saya pesan barang selalu bermasalah dalam pengiriman (Ciledug 2 Tangerang),1,negatif,gak tau kurirnya gudangnya bermasalah kali pesan barang selalu bermasalah pengiriman ciledug  tangerang
sejauh ini saya sangat puas dgn pelayanan Shopee bahkan sangat membantu saya ketika ingin membeli barang yg saya ingin.,5,positif,sejauh sangat puas dgn pelayanan shopee bahkan sangat membantu ketika membeli barang yg saya ingin
"memang aplikasinya bagus tapi ongkir sama harga ga sesuai,kadang bagus kadang2 diluar dugaan😧",5,positif,memang aplikasinya bagus ongkir sama harga ga sesuaikadang bagus kadang diluar dugaan
jelek,3,netral,jelek
Mantap...joss.. saya selalu pakai shopee.. tiada hari tanpa shopee. naik bintang 6,5,positif,mantapjoss selalu pakai shopee tiada hari shopee naik bintang 
bagussss,5,positif,bagussss
pelatanan semakin buruk,1,negatif,pelatanan semakin buruk
"Kecewa ,Kanapa Mau ngaktipin Payllatr D Tolak Mulu ?",5,positif,kecewa kanapa mau ngaktipin payllatr d tolak mulu 
saya penguna shope melaporkan kan hapi aku kecebur di laut waktu menyebrang kelepasan Maslah nya aku tidak bisa lagi pakai shopee pay,5,positif,penguna shope melaporkan kan hapi aku kecebur laut waktu menyebrang kelepasan maslah nya aku bisa pakai shopee pay
Goreng patut anj,2,negatif,goreng patut anj
susah jelasin nya mau di uninstall aja,1,negatif,susah jelasin nya mau uninstall aja
"mohon maaf sebelumnya saya mau tanya padahal saya sudah melunasi spaylater kok masih di hubungi. suruh bayar lagi saya sudah bayar, malah saya kena tipu katanya spaylater mau di tutup di kasih tau caranya tapi malah di suruh simpan pinjam. jadi saya bayar dobel 🙏. sekarang gak bisa COD makin mls jadinya mau cekout barang",2,negatif,mohon maaf sebelumnya mau tanya padahal melunasi spaylater kok hubungi suruh bayar sudah bayar malah kena tipu katanya spaylater mau tutup kasih tau caranya malah di suruh simpan pinjam jadi saya bayar dobel  sekarang gak cod makin mls jadinya mau cekout barang
apk nya rusak gak memanusiakan driver,2,negatif,apk nya rusak gak memanusiakan driver
Semoga pedagang d shopee amanah semua,5,positif,semoga pedagang d shopee amanah semua
selalu berlangganan shoppe belanja lebih mudah dan lebih murah,5,positif,selalu berlangganan shoppe belanja lebih mudah lebih murah
lebih mudah beli barang yang di butuh kan,5,positif,lebih mudah beli barang di butuh kan
Good,5,positif,good
bagus untuk belanja banyak-banyak pilihannya bagus dan lebih cepat walaupun lama tapi tetap bagus topinya,5,positif,bagus belanja banyakbanyak pilihannya bagus lebih cepat walaupun lama tetap bagus topinya
"bagus belanja dishopee,selama pakai shopee tidak pernah mengecewakan",5,positif,bagus belanja dishopeeselama pakai shopee pernah mengecewakan
gooddd,5,positif,gooddd
Okkkkk,5,positif,okkkkk
kurir shoope food atau instan maling . bawa kabur barang orderan di cancel. ganti driver baru.,1,negatif,kurir shoope food instan maling  bawa kabur barang orderan cancel ganti driver baru
Sarana belanja barang barang murah tapi tidak murahan,5,positif,sarana belanja barang barang murah tidak murahan
suka banget sama apk ini tapi sedikit mengecewakan karena pas baru ganti akun karena akun lama yang kehapus kan otomatis dpt diskon dan aku pesen 2 barang tetapi tiba-tiba dibatalkan dengan alasan yang tdk masuk akal,1,negatif,suka banget sama apk tapi sedikit mengecewakan pas baru ganti akun akun lama kehapus kan otomatis dpt diskon aku pesen  barang tibatiba dibatalkan alasan tdk masuk akal
mantap,5,positif,mantap
suka 100%,5,positif,suka 
"pngirimn dari gudang, ke alamt pengiriman/pembeli nya tk benar...",1,negatif,pngirimn gudang alamt pengirimanpembeli nya tk benar
ongkir mahal....itu kata tetangga gua dan tmn gua...,4,positif,ongkir mahalitu kata tetangga gua tmn gua
baik sangat bermanfaat,5,positif,baik sangat bermanfaat
enak,5,positif,enak
aplikasi bagus pokonya oke,5,positif,aplikasi bagus pokonya oke
Aplikasi belanja online yg bagus,5,positif,aplikasi belanja online yg bagus
olshop paling bagus di Indonesia,5,positif,olshop paling bagus indonesia
promo dan paylater yg membantu banyak seller besar pada hijrah ke shopee karna pajak/potingan app lebih masuk akal semoga bisa lebih baik lagi,5,positif,promo paylater yg membantu banyak seller besar hijrah shopee karna pajakpotingan app lebih masuk akal semoga lebih baik
senang belanja di shopee,5,positif,senang belanja shopee
Okay,5,positif,okay
mantap,5,positif,mantap
"Kecewa saya dengan Shopee. Sudah hampir 3 minggu saya melapor ke CS dan DM Instagram bolak-balik, tetapi pengembalian dana saya belum juga diproses. Parahnya, tiba-tiba pihak Shopee meminta bukti tambahan untuk validasi dengan waktu hanya 1 hari. Untung saya sempat melihat notifikasi tersebut. Kalau tidak, saya bisa rugi: barang sudah saya kembalikan, tetapi dana pengembalian malah dibatalkan. Sungguh mengecewakan pihak Shopee ini.",1,negatif,kecewa shopee hampir  minggu melapor cs dm instagram bolakbalik pengembalian dana belum diproses parahnya tibatiba pihak shopee meminta bukti tambahan validasi dengan waktu  hari untung sempat melihat notifikasi tersebut kalau saya rugi barang saya kembalikan dana pengembalian malah dibatalkan sungguh mengecewakan pihak shopee
apakah aplikasi sini benar membantu kalo benar tak kasih bintang infinity yaahh,3,netral,aplikasi sini benar membantu kalo benar tak kasih bintang infinity yaahh
saat ini shopee pelayanannya kurang baik. mohon perbaiki ya mulai dari pengiriman. jangan suka pengiriman di undur. Aplikasi hitam udah melangkah lebih jauh. saran aja sih. perbaiki semua pelayanan anda sebelum semua di sesali 🙏🏻,1,negatif,ini shopee pelayanannya kurang baik mohon perbaiki mulai pengiriman jangan suka pengiriman undur aplikasi hitam udah melangkah lebih jauh saran aja sih perbaiki semua pelayanan sebelum semua sesali 
sangat baik mudah dapat barang yang kita inginkan,5,positif,sangat baik mudah barang kita inginkan
"emang sampah ini aplikasi, yang dipikirkan pemasukan mereka doang, penjual marginnya di bikin habis oleh sistem yang mereka buat, PARA PENJUAL HARUS KOMPAK JANGAN PAKAI SHOPEE LAGI, BIAR MEREKA MERASAKAN KONSEKUENSI DARI PERBUATAN MEREKA BIAR MIKIR, MEMANG APLIKASI INI PANTAS DI BIKIN BANGKRUT DULU",1,negatif,emang sampah aplikasi dipikirkan pemasukan doang penjual marginnya bikin habis sistem buat penjual kompak jangan pakai shopee biar merasakan konsekuensi perbuatan mereka biar mikir memang aplikasi pantas bikin bangkrut dulu
sangat puas dengan shopee,5,positif,sangat puas shopee
puas belanja si shopee.,5,positif,puas belanja si shopee
habis di perbaharuii malah jelekkembali/ keluar gak bisaa jelek perlu di perbaiki,1,negatif,habis perbaharuii malah jelekkembali keluar gak bisaa jelek perlu perbaiki
"kurir apaan,blom dateng k rumah barang dah d balikin k gudang. alesannya g ada orang dirumah.",1,negatif,kurir apaanblom dateng k rumah barang dah d balikin k gudang alesannya g orang dirumah
asik aja,5,positif,asik aja
pelayanan shopee terbaik,5,positif,pelayanan shopee terbaik
selalu puas belanja di Shopee,5,positif,selalu puas belanja shopee
bisa terjangkau dan berkualitas sehingga tidak diragukan tampil,5,positif,terjangkau berkualitas tidak diragukan tampil
"amanah,dan barangnya baguss",5,positif,amanahdan barangnya baguss
puas,5,positif,puas
sangat puas dengan semuanya,5,positif,sangat puas semuanya
puas belanja di shopee hrg terjangkau,5,positif,puas belanja shopee hrg terjangkau
ok,5,positif,
enak aplikasi nya buat orang yg mles,5,positif,enak aplikasi nya buat orang yg mles
